year,race_number,boat_type,section_code,lane,team,Q1,Q2,Q3,Q4,order,qualify,Q1[s],Q2[s],Q3[s],Q4[s]
,5,m1x,Heat1組,1,西村 光生(アイリスオーヤマ),01:44.59,03:34.18,05:26.79,07:17.66,3,→Semi-Final,104.6,214.2,326.8,437.7
,5,m1x,Heat1組,2,山口 隆生(東京科学大学医歯学系),01:50.81,03:51.73,05:50.00,07:51.12,2,,110.8,231.7,350.0,471.1
,5,m1x,Heat1組,3,増田 大樹(PENTA RC),01:55.67,03:56.88,05:59.13,07:59.65,1,,115.7,236.9,359.1,479.6
,5,m1x,Heat1組,4,猪俣 智仁(中央大学理工学部),01:56.58,04:02.77,06:11.74,08:20.45,4,,116.6,242.8,371.7,500.4
,5,m1x,Heat1組,,上戸 新太(東京経済大学),,,,,5,DNS（棄権）,,,,
,5,m1x,Heat1組,,,,,,,6,,,,,
,6,m1x,Heat2組,1,扇原 優(慶應義塾大学),01:48.11,03:41.85,05:38.56,07:41.82,5,→Semi-Final,108.1,221.8,338.6,461.8
,6,m1x,Heat2組,2,釜本 大輝(トヨタRC),01:54.95,03:51.69,05:48.07,07:44.03,4,,115.0,231.7,348.1,464.0
,6,m1x,Heat2組,3,塚本 章良(勘八峡・昇龍RC),01:52.80,03:51.24,05:53.87,07:55.83,1,,112.8,231.2,353.9,475.8
,6,m1x,Heat2組,4,濱川 政之介(日本体育大学),01:56.81,03:56.40,05:58.47,08:01.59,2,,116.8,236.4,358.5,481.6
,6,m1x,Heat2組,5,高野 亮介(戸田中央総合病院RC),01:57.37,03:59.69,06:05.64,08:14.36,3,,117.4,239.7,365.6,494.4
,6,m1x,Heat2組,,,,,,,6,,,,,
,7,m1x,Heat3組,1,大南 孝一郎(愛媛大学),01:52.52,03:47.97,05:41.90,07:33.98,4,→Semi-Final,112.5,228.0,341.9,454.0
,7,m1x,Heat3組,2,川竹 葉来(明治大学),01:52.04,03:46.87,05:42.16,07:36.99,5,,112.0,226.9,342.2,457.0
,7,m1x,Heat3組,3,羽賀 直喜(千葉大学),01:52.24,03:46.57,05:44.23,07:40.52,3,,112.2,226.6,344.2,460.5
,7,m1x,Heat3組,4,武田 大作(愛媛大学黒汐会),01:56.58,03:55.11,05:54.91,07:52.59,1,,116.6,235.1,354.9,472.6
,7,m1x,Heat3組,,杉谷 太規(早稲田大学),,,,,2,DNS（棄権）,,,,
,7,m1x,Heat3組,,,,,,,6,,,,,
,8,m1x,Heat4組,1,橋本 太一(明治安田),01:49.10,03:43.52,05:38.22,07:33.15,3,→Semi-Final,109.1,223.5,338.2,453.1
,8,m1x,Heat4組,2,下田 迅都(富山国際大学),01:52.33,03:47.80,05:44.30,07:41.96,2,,112.3,227.8,344.3,462.0
,8,m1x,Heat4組,3,椎名 孝行(ぐんまちゃん),01:59.93,04:02.66,06:07.70,08:13.47,5,,119.9,242.7,367.7,493.5
,8,m1x,Heat4組,4,山崎 海聖(一橋大学),02:01.13,04:06.57,06:13.63,08:24.35,1,,121.1,246.6,373.6,504.4
,8,m1x,Heat4組,,石塚 慎之助(日本宅配システム),,,,,4,DNS（棄権）,,,,
,8,m1x,Heat4組,,,,,,,6,,,,,
,9,m1x,Heat5組,1,間 祐輔(仙台大学),01:50.49,03:46.71,05:41.13,07:31.39,4,→Semi-Final,110.5,226.7,341.1,451.4
,9,m1x,Heat5組,2,柘植 充(中部電力),01:47.23,03:41.13,05:39.21,07:37.19,1,,107.2,221.1,339.2,457.2
,9,m1x,Heat5組,3,南條 翔也(瀬田漕艇クラブ),01:54.11,03:48.69,05:44.14,07:43.48,3,,114.1,228.7,344.1,463.5
,9,m1x,Heat5組,4,柴﨑 峻佑(日本大学),01:49.49,03:47.35,05:49.94,07:50.48,2,,109.5,227.3,349.9,470.5
,9,m1x,Heat5組,5,川島 俊輔(成城大学),01:51.70,03:50.78,05:52.63,07:56.84,5,,111.7,230.8,352.6,476.8
,9,m1x,Heat5組,,,,,,,6,,,,,
,10,m1x,Heat6組,1,佐藤 芳樹(TeamSSP),01:46.83,03:40.92,05:36.17,07:34.42,3,→Semi-Final,106.8,220.9,336.2,454.4
,10,m1x,Heat6組,2,伊藤 旺我(滋賀大学教育学部),01:53.34,03:50.80,05:44.94,07:37.54,4,,113.3,230.8,344.9,457.5
,10,m1x,Heat6組,3,呉 極(学習院大学),01:55.27,03:50.29,05:45.48,07:40.21,5,,115.3,230.3,345.5,460.2
,10,m1x,Heat6組,4,堀越 春生(中央大学),01:51.94,03:49.99,05:54.52,07:57.46,1,,111.9,230.0,354.5,477.5
,10,m1x,Heat6組,5,杉木 良平(道新ローイングクラブ),01:58.36,03:59.83,06:05.00,08:11.95,2,,118.4,239.8,365.0,491.9
,10,m1x,Heat6組,,,,,,,6,,,,,
,45,m1x,Repechage1組,,武田 大作(愛媛大学黒汐会),,,,,1,,,,,
,45,m1x,Repechage1組,,山口 隆生(東京科学大学医歯学系),,,,,2,,,,,
,45,m1x,Repechage1組,,塚本 章良(勘八峡・昇龍RC),,,,,3,,,,,
,45,m1x,Repechage1組,,,,,,,4,,,,,
,45,m1x,Repechage1組,,,,,,,5,,,,,
,45,m1x,Repechage1組,,,,,,,6,,,,,
,46,m1x,Repechage2組,,山崎 海聖(一橋大学),,,,,1,,,,,
,46,m1x,Repechage2組,,釜本 大輝(トヨタRC),,,,,2,,,,,
,46,m1x,Repechage2組,,羽賀 直喜(千葉大学),,,,,3,,,,,
,46,m1x,Repechage2組,,川島 俊輔(成城大学),,,,,4,,,,,
,46,m1x,Repechage2組,,,,,,,5,,,,,
,46,m1x,Repechage2組,,,,,,,6,,,,,
,47,m1x,Repechage3組,,柴﨑 峻佑(日本大学),,,,,1,,,,,
,47,m1x,Repechage3組,,川竹 葉来(明治大学),,,,,2,,,,,
,47,m1x,Repechage3組,,椎名 孝行(ぐんまちゃん),,,,,3,,,,,
,47,m1x,Repechage3組,,杉木 良平(道新ローイングクラブ),,,,,4,,,,,
,47,m1x,Repechage3組,,,,,,,5,,,,,
,47,m1x,Repechage3組,,,,,,,6,,,,,
,48,m1x,Repechage4組,,堀越 春生(中央大学),,,,,1,,,,,
,48,m1x,Repechage4組,,下田 迅都(富山国際大学),,,,,2,,,,,
,48,m1x,Repechage4組,,南條 翔也(瀬田漕艇クラブ),,,,,3,,,,,
,48,m1x,Repechage4組,,,,,,,4,,,,,
,48,m1x,Repechage4組,,,,,,,5,,,,,
,48,m1x,Repechage4組,,,,,,,6,,,,,
,49,m1x,Repechage5組,,猪俣 智仁(中央大学理工学部),,,,,1,,,,,
,49,m1x,Repechage5組,,柘植 充(中部電力),,,,,2,,,,,
,49,m1x,Repechage5組,,呉 極(学習院大学),,,,,3,,,,,
,49,m1x,Repechage5組,,高野 亮介(戸田中央総合病院RC),,,,,4,,,,,
,49,m1x,Repechage5組,,,,,,,5,,,,,
,49,m1x,Repechage5組,,,,,,,6,,,,,
,50,m1x,Repechage6組,,濱川 政之介(日本体育大学),,,,,1,,,,,
,50,m1x,Repechage6組,,伊藤 旺我(滋賀大学教育学部),,,,,2,,,,,
,50,m1x,Repechage6組,,増田 大樹(PENTA RC),,,,,3,,,,,
,50,m1x,Repechage6組,,,,,,,4,,,,,
,50,m1x,Repechage6組,,,,,,,5,,,,,
,50,m1x,Repechage6組,,,,,,,6,,,,,
,72,m1x,Final D,,,,,,,1,,,,,
,72,m1x,Final D,,,,,,,2,,,,,
,72,m1x,Final D,,,,,,,3,,,,,
,72,m1x,Final D,,,,,,,4,,,,,
,72,m1x,Final D,,,,,,,5,,,,,
,72,m1x,Final D,,,,,,,6,,,,,
,74,m1x,Final C,,,,,,,1,,,,,
,74,m1x,Final C,,,,,,,2,,,,,
,74,m1x,Final C,,,,,,,3,,,,,
,74,m1x,Final C,,,,,,,4,,,,,
,74,m1x,Final C,,,,,,,5,,,,,
,74,m1x,Final C,,,,,,,6,,,,,
,83,m1x,SemiFinal1組,,,,,,,1,,,,,
,83,m1x,SemiFinal1組,,,,,,,2,,,,,
,83,m1x,SemiFinal1組,,,,,,,3,,,,,
,83,m1x,SemiFinal1組,,,,,,,4,,,,,
,83,m1x,SemiFinal1組,,,,,,,5,,,,,
,83,m1x,SemiFinal1組,,,,,,,6,,,,,
,84,m1x,SemiFinal2組,,,,,,,1,,,,,
,84,m1x,SemiFinal2組,,,,,,,2,,,,,
,84,m1x,SemiFinal2組,,,,,,,3,,,,,
,84,m1x,SemiFinal2組,,,,,,,4,,,,,
,84,m1x,SemiFinal2組,,,,,,,5,,,,,
,84,m1x,SemiFinal2組,,,,,,,6,,,,,
,103,m1x,Final B,,,,,,,1,,,,,
,103,m1x,Final B,,,,,,,2,,,,,
,103,m1x,Final B,,,,,,,3,,,,,
,103,m1x,Final B,,,,,,,4,,,,,
,103,m1x,Final B,,,,,,,5,,,,,
,103,m1x,Final B,,,,,,,6,,,,,
,104,m1x,Final A,,,,,,,1,,,,,
,104,m1x,Final A,,,,,,,2,,,,,
,104,m1x,Final A,,,,,,,3,,,,,
,104,m1x,Final A,,,,,,,4,,,,,
,104,m1x,Final A,,,,,,,5,,,,,
,104,m1x,Final A,,,,,,,6,,,,,
,1,w1x,Heat1組,1,米川 志保(トヨタ自動車),01:53.86,03:51.54,05:54.22,07:55.43,3,→Semi-Final,113.9,231.5,354.2,475.4
,1,w1x,Heat1組,2,中山 彩花(チョープロ),01:59.36,04:01.22,06:07.68,08:11.38,4,→Semi-Final,119.4,241.2,367.7,491.4
,1,w1x,Heat1組,3,岡田 佳(瀬田漕艇クラブ),01:59.58,04:05.40,06:13.71,08:20.33,2,,119.6,245.4,373.7,500.3
,1,w1x,Heat1組,4,濵田 佳穂(東京外国語大学),02:07.36,04:17.74,06:30.54,08:39.82,1,,127.4,257.7,390.5,519.8
,1,w1x,Heat1組,5,石井 友望(東北大学),02:08.59,04:19.85,06:33.37,08:43.36,5,,128.6,259.9,393.4,523.4
,1,w1x,Heat1組,,,,,,,6,,,,,
,2,w1x,Heat2組,1,山領 夏実(今治ローイングクラブ),02:03.03,04:11.93,06:20.81,08:27.50,4,→Semi-Final,123.0,251.9,380.8,507.5
,2,w1x,Heat2組,2,新郷 華乃(富山国際大学),02:05.54,04:18.48,06:29.08,08:40.65,2,→Semi-Final,125.5,258.5,389.1,520.6
,2,w1x,Heat2組,3,三角 真由(龍谷大学),02:03.94,04:15.05,06:28.68,08:46.39,1,,123.9,255.1,388.7,526.4
,2,w1x,Heat2組,4,小島 遥未(東京経済大学),02:13.64,04:32.90,06:50.23,09:06.22,5,,133.6,272.9,410.2,546.2
,2,w1x,Heat2組,,平野 空良(一橋大学),,,,,3,DNS（棄権）,,,,
,2,w1x,Heat2組,,,,,,,6,,,,,
,3,w1x,Heat3組,1,浅井 奏音(新貞山RC),01:55.88,03:57.93,06:04.03,08:10.06,3,→Semi-Final,115.9,237.9,364.0,490.1
,3,w1x,Heat3組,2,田井 夏帆(トヨタRC),02:00.15,04:05.01,06:14.53,08:23.76,2,→Semi-Final,120.2,245.0,374.5,503.8
,3,w1x,Heat3組,3,石田 ゆき(京都大学),02:02.84,04:12.08,06:22.13,08:28.04,4,,122.8,252.1,382.1,508.0
,3,w1x,Heat3組,4,渡邊 日菜(茨城大学),02:08.52,04:22.83,06:36.76,08:48.18,5,,128.5,262.8,396.8,528.2
,3,w1x,Heat3組,5,沖田 海里(北陸電気工業),02:04.98,04:21.43,06:40.44,08:59.50,1,,125.0,261.4,400.4,539.5
,3,w1x,Heat3組,,,,,,,6,,,,,
,4,w1x,Heat4組,1,角谷 真緒(アイリスオーヤマ),01:59.72,04:02.04,06:05.34,08:02.88,2,→Semi-Final,119.7,242.0,365.3,482.9
,4,w1x,Heat4組,2,銖藤 蓮(滋賀大学),02:02.68,04:09.63,06:15.00,08:20.32,3,→Semi-Final,122.7,249.6,375.0,500.3
,4,w1x,Heat4組,3,馬井 風羽花(中央大学),02:06.49,04:14.13,06:22.54,08:32.20,1,,126.5,254.1,382.5,512.2
,4,w1x,Heat4組,4,山吹 真里亜(関西みらい銀行),02:06.89,04:17.36,06:30.64,08:43.94,4,,126.9,257.4,390.6,523.9
,4,w1x,Heat4組,,,,,,,5,,,,,
,4,w1x,Heat4組,,,,,,,6,,,,,
,43,w1x,Repechage1組,,石井 友望(東北大学),,,,,1,,,,,
,43,w1x,Repechage1組,,小島 遥未(東京経済大学),,,,,2,,,,,
,43,w1x,Repechage1組,,岡田 佳(瀬田漕艇クラブ),,,,,3,,,,,
,43,w1x,Repechage1組,,石田 ゆき(京都大学),,,,,4,,,,,
,43,w1x,Repechage1組,,山吹 真里亜(関西みらい銀行),,,,,5,,,,,
,43,w1x,Repechage1組,,,,,,,6,,,,,
,44,w1x,Repechage2組,,濵田 佳穂(東京外国語大学),,,,,1,,,,,
,44,w1x,Repechage2組,,三角 真由(龍谷大学),,,,,2,,,,,
,44,w1x,Repechage2組,,馬井 風羽花(中央大学),,,,,3,,,,,
,44,w1x,Repechage2組,,渡邊 日菜(茨城大学),,,,,4,,,,,
,44,w1x,Repechage2組,,沖田 海里(北陸電気工業),,,,,5,,,,,
,44,w1x,Repechage2組,,,,,,,6,,,,,
,66,w1x,SemiFinal1組,,,,,,,1,,,,,
,66,w1x,SemiFinal1組,,,,,,,2,,,,,
,66,w1x,SemiFinal1組,,,,,,,3,,,,,
,66,w1x,SemiFinal1組,,,,,,,4,,,,,
,66,w1x,SemiFinal1組,,,,,,,5,,,,,
,66,w1x,SemiFinal1組,,,,,,,6,,,,,
,67,w1x,SemiFinal2組,,,,,,,1,,,,,
,67,w1x,SemiFinal2組,,,,,,,2,,,,,
,67,w1x,SemiFinal2組,,,,,,,3,,,,,
,67,w1x,SemiFinal2組,,,,,,,4,,,,,
,67,w1x,SemiFinal2組,,,,,,,5,,,,,
,67,w1x,SemiFinal2組,,,,,,,6,,,,,
,73,w1x,Final C,,,,,,,1,,,,,
,73,w1x,Final C,,,,,,,2,,,,,
,73,w1x,Final C,,,,,,,3,,,,,
,73,w1x,Final C,,,,,,,4,,,,,
,73,w1x,Final C,,,,,,,5,,,,,
,73,w1x,Final C,,,,,,,6,,,,,
,99,w1x,Final B,,,,,,,1,,,,,
,99,w1x,Final B,,,,,,,2,,,,,
,99,w1x,Final B,,,,,,,3,,,,,
,99,w1x,Final B,,,,,,,4,,,,,
,99,w1x,Final B,,,,,,,5,,,,,
,99,w1x,Final B,,,,,,,6,,,,,
,100,w1x,Final A,,,,,,,1,,,,,
,100,w1x,Final A,,,,,,,2,,,,,
,100,w1x,Final A,,,,,,,3,,,,,
,100,w1x,Final A,,,,,,,4,,,,,
,100,w1x,Final A,,,,,,,5,,,,,
,100,w1x,Final A,,,,,,,6,,,,,
,22,m2x,Heat1組,1,関西電力,01:37.63,03:17.08,04:55.88,06:34.95,2,→Final A,97.6,197.1,295.9,394.9
,22,m2x,Heat1組,2,立命館大学,01:38.97,03:20.95,05:04.98,06:50.54,3,,99.0,200.9,305.0,410.5
,22,m2x,Heat1組,3,RTT,01:39.96,03:24.37,05:10.98,06:58.54,1,,100.0,204.4,311.0,418.5
,22,m2x,Heat1組,4,龍谷大学,01:41.29,03:28.66,05:18.22,07:07.93,4,,101.3,208.7,318.2,427.9
,22,m2x,Heat1組,,,,,,,5,,,,,
,22,m2x,Heat1組,,,,,,,6,,,,,
,23,m2x,Heat2組,1,日本体育大学,01:38.05,03:19.36,05:02.26,06:50.62,2,→Final A,98.0,199.4,302.3,410.6
,23,m2x,Heat2組,2,日本大学,01:37.86,03:21.92,05:07.00,06:57.40,3,,97.9,201.9,307.0,417.4
,23,m2x,Heat2組,3,中部電力,01:40.60,03:26.50,05:13.03,07:02.81,1,,100.6,206.5,313.0,422.8
,23,m2x,Heat2組,,,,,,,4,,,,,
,23,m2x,Heat2組,,,,,,,5,,,,,
,23,m2x,Heat2組,,,,,,,6,,,,,
,54,m2x,Repechage,,龍谷大学,,,,,1,,,,,
,54,m2x,Repechage,,中部電力,,,,,2,,,,,
,54,m2x,Repechage,,立命館大学,,,,,3,,,,,
,54,m2x,Repechage,,日本大学,,,,,4,,,,,
,54,m2x,Repechage,,RTT,,,,,5,,,,,
,54,m2x,Repechage,,,,,,,6,,,,,
,93,m2x,Final A,,,,,,,1,,,,,
,93,m2x,Final A,,,,,,,2,,,,,
,93,m2x,Final A,,,,,,,3,,,,,
,93,m2x,Final A,,,,,,,4,,,,,
,93,m2x,Final A,,,,,,,5,,,,,
,93,m2x,Final A,,,,,,,6,,,,,
,11,w2x,Heat1組,1,トヨタ紡織,01:48.18,03:39.94,05:32.66,07:24.63,3,→Semi-Final,108.2,219.9,332.7,444.6
,11,w2x,Heat1組,2,今治造船,01:50.42,03:48.31,05:47.48,07:43.92,2,→Semi-Final,110.4,228.3,347.5,463.9
,11,w2x,Heat1組,3,早稲田大学,01:57.16,03:58.90,05:56.34,07:48.83,4,→Semi-Final,117.2,238.9,356.3,468.8
,11,w2x,Heat1組,4,中部電力,01:56.39,03:55.78,05:54.53,07:51.13,1,,116.4,235.8,354.5,471.1
,11,w2x,Heat1組,5,東京経済大学,01:57.96,03:57.78,05:56.67,07:52.53,5,,118.0,237.8,356.7,472.5
,11,w2x,Heat1組,,,,,,,6,,,,,
,12,w2x,Heat2組,1,明治安田,01:47.87,03:42.01,05:38.77,07:33.42,2,→Semi-Final,107.9,222.0,338.8,453.4
,12,w2x,Heat2組,2,同志社大学,01:50.15,03:46.13,05:42.62,07:39.91,3,→Semi-Final,110.2,226.1,342.6,459.9
,12,w2x,Heat2組,3,法政大学,01:52.27,03:52.16,05:53.64,07:54.25,1,→Semi-Final,112.3,232.2,353.6,474.2
,12,w2x,Heat2組,4,慶應義塾大学,01:56.55,04:00.12,06:02.77,08:05.16,4,,116.5,240.1,362.8,485.2
,12,w2x,Heat2組,,,,,,,5,,,,,
,12,w2x,Heat2組,,,,,,,6,,,,,
,13,w2x,Heat3組,1,戸田中央総合病院RC,01:49.59,03:43.75,05:38.66,07:32.82,4,→Semi-Final,109.6,223.8,338.7,452.8
,13,w2x,Heat3組,2,関西電力,01:51.83,03:49.03,05:48.04,07:45.25,2,→Semi-Final,111.8,229.0,348.0,465.2
,13,w2x,Heat3組,3,中央大学,01:53.40,03:50.76,05:53.41,07:54.02,3,→Semi-Final,113.4,230.8,353.4,474.0
,13,w2x,Heat3組,4,関西みらい銀行,01:56.86,03:58.76,06:00.20,08:01.32,1,,116.9,238.8,360.2,481.3
,13,w2x,Heat3組,,,,,,,5,,,,,
,13,w2x,Heat3組,,,,,,,6,,,,,
,51,w2x,Repechage,,,,,,,1,,,,,
,51,w2x,Repechage,,,,,,,2,,,,,
,51,w2x,Repechage,,,,,,,3,,,,,
,51,w2x,Repechage,,,,,,,4,,,,,
,51,w2x,Repechage,,,,,,,5,,,,,
,51,w2x,Repechage,,,,,,,6,,,,,
,68,w2x,SemiFinal1組,,,,,,,1,,,,,
,68,w2x,SemiFinal1組,,,,,,,2,,,,,
,68,w2x,SemiFinal1組,,,,,,,3,,,,,
,68,w2x,SemiFinal1組,,,,,,,4,,,,,
,68,w2x,SemiFinal1組,,,,,,,5,,,,,
,68,w2x,SemiFinal1組,,,,,,,6,,,,,
,69,w2x,SemiFinal2組,,,,,,,1,,,,,
,69,w2x,SemiFinal2組,,,,,,,2,,,,,
,69,w2x,SemiFinal2組,,,,,,,3,,,,,
,69,w2x,SemiFinal2組,,,,,,,4,,,,,
